key,translation
deliverystandards.los_thresholds_se_calculan_como_del_success,يتم حساب العتبات كنسبة مئوية من نسبة النجاح.
deliverystandards.manage_delivery_time_standards_between_cities_for_,إدارة معايير وقت التسليم بين المدن لكل ناقل ومنتج
deliverystandards.no_delivery_standards_found_generate_combinations_,لم يتم العثور على معايير تسليم. قم بإنشاء التركيبات للبدء.
deliverystandards.origin,الأصل
deliverystandards.origin_city,مدينة الأصل
deliverystandards.origin_type,نوع الأصل
deliverystandards.pending,قيد الانتظار
deliverystandards.pending_only,الانتظار فقط
deliverystandards.product,المنتج
deliverystandards.purpose,الغرض:
deliverystandards.relativo,نسبي
deliverystandards.relativo_del_success,نسبي (% من نسبة النجاح %)
deliverystandards.reset_all_filters,إعادة تعيين جميع الفلاتر
deliverystandards.selected,المحدد
deliverystandards.standard_delivery_time_e_g_j_2_means_2_days_from_p,وقت التسليم القياسي (مثلاً، J+2 تعني يومين من الاستلام)
deliverystandards.standard_time,الوقت القياسي
deliverystandards.std,نسبة قياسية:
deliverystandards.success,نسبة النجاح %
deliverystandards.target_percentage_of_deliveries_meeting_the_j_k_st,النسبة المستهدفة للتسليمات التي تفي بالمعيار J+K
deliverystandards.threshold_calculation_type_relative_percentage_bas,نوع حساب العتبة: نسبي (معتمد على النسبة المئوية) أو مطلق (قيمة ثابتة)
deliverystandards.threshold_type,نوع العتبة
deliverystandards.thresholds,العتبات:
deliverystandards.time_unit,وحدة الزمن
deliverystandards.time_unit_for_the_j_k_value_hours_or_days,وحدة الزمن لقيمة J+K (ساعات أو أيام)
deliverystandards.tipo_de_c_lculo_de_thresholds,نوع حساب العتبات:
deliverystandards.total_standards,إجمالي المعايير
deliverystandards.type,النوع
deliverystandards.type_a,النوع أ
deliverystandards.type_b,النوع ب
deliverystandards.type_c,النوع ج
deliverystandards.unit,الوحدة
deliverystandards.usage,الاستخدام:
deliverystandards.warning,نسبة التحذير
deliverystandards.warning_and_critical_deviation_levels_for_performa,مستويات الانحراف التحذيري والحرج لمراقبة الأداء
deliverystandards.warning_threshold,عتبة التحذير (%)
layout.all_accounts,جميع الحسابات
layout.sign_out,تسجيل الخروج
layout.view_as_account,عرض كحساب:
load_balancing.about_text,موازنة تخصيص الأعضاء بين العقد لتحسين توزيع عبء العمل
load_balancing.apply_balance,تطبيق التوازن
load_balancing.applying,جاري تطبيق التوازن...
load_balancing.calculating,جاري حساب التوازن...
load_balancing.confirm_apply,تطبيق هذه التغييرات على تخصيصات الأعضاء؟
load_balancing.current_distribution,التوزيع الحالي
load_balancing.current_load,الحمل الحالي
load_balancing.current_panelists,الأعضاء الحاليون
load_balancing.description,الوصف
load_balancing.difference,الفرق
load_balancing.loading,جاري تحميل بيانات التوازن...
load_balancing.node,العقدة
load_balancing.preview_changes,معاينة التغييرات
load_balancing.rebalance,إعادة التوازن
load_balancing.reset_preview,إعادة تعيين المعاينة
load_balancing.success,تم تطبيق التوازن بنجاح
load_balancing.target_load,الحمل المستهدف
load_balancing.target_panelists,الأعضاء المستهدفون
load_balancing.title,موازنة حمل العقد
material_catalog.additional_details,تفاصيل إضافية...
material_catalog.code,الرمز *
material_catalog.description,الوصف
material_catalog.mat_001,MAT-001
material_catalog.minimum_stock_safety_stock,الحد الأدنى للمخزون (مخزون الأمان)
material_catalog.name,الاسم *
material_catalog.promise,الوعد
material_catalog.rfid_tag,علامة تحديد التردد اللاسلكي (RFID)
material_catalog.unit_measure,وحدة القياس
material_catalog.units_kg_etc,وحدات، كجم، إلخ.
material_requirements.about,حول متطلبات المواد
material_requirements.about_description,حساب احتياجات المواد بناءً على خطط التخصيص
material_requirements.all_materials,جميع المواد
material_requirements.all_nodes,جميع العقد
material_requirements.assigned,مخصص
material_requirements.calculate,حساب المتطلبات
material_requirements.calculating,جاري الحساب...
material_requirements.calculation_period,فترة الحساب
material_requirements.carrier,الناقل
material_requirements.city,المدينة
material_requirements.clear_filters,مسح الفلاتر
material_requirements.description,الوصف
material_requirements.end_date,تاريخ الانتهاء
material_requirements.export_csv,تصدير CSV
material_requirements.filters,الفلاتر
material_requirements.loading,جاري تحميل متطلبات المواد...
material_requirements.material_code,رمز المادة
material_requirements.material_name,اسم المادة
material_requirements.node,العقدة
material_requirements.panelist,العضو
material_requirements.panelist_distribution,توزيع الأعضاء
material_requirements.panelists_needing,الأعضاء المحتاجون
material_requirements.pending,قيد الانتظار
material_requirements.plans,الخطط
material_requirements.please_select_dates,يرجى تحديد التواريخ
material_requirements.product,المنتج
material_requirements.purchase_orders,أوامر الشراء
material_requirements.quantity,الكمية
material_requirements.quantity_needed,الكمية المطلوبة
material_requirements.region,المنطقة
material_requirements.shipments,الشحنات
material_requirements.start_date,تاريخ البدء
material_requirements.status,الحالة
material_requirements.title,متطلبات المواد
material_requirements.total_materials,إجمالي المواد
material_requirements.total_requirements,إجمالي المتطلبات
material_requirements.unit,الوحدة
materialcatalog.code,الرمز
materialcatalog.description,الوصف
materialcatalog.loading,جارٍ التحميل...
materialcatalog.manage_reusable_materials_for_all_products,إدارة المواد القابلة لإعادة الاستخدام لجميع المنتجات
materialcatalog.material_catalog,كتالوج المواد
materialcatalog.min_stock,الحد الأدنى للمخزون
materialcatalog.name,الاسم
materialcatalog.no_materials_in_catalog_create_your_first_material,لا توجد مواد في الكتالوج. أنشئ أول مادة للبدء.
materialcatalog.promise,الوعد
materialcatalog.unit,الوحدة
materialrequirements.all_materials,جميع المواد
materialrequirements.all_nodes,جميع العقد
materialrequirements.calculate_material_needs_based_on_allocation_plans,حساب احتياجات المواد بناءً على خطط التخصيص
materialrequirements.end_date,تاريخ الانتهاء
materialrequirements.error_calculating_requirements,خطأ في حساب المتطلبات
materialrequirements.export_to_csv,تصدير إلى CSV
materialrequirements.filters,الفلاتر
materialrequirements.material,المادة
materialrequirements.material_code,رمز المادة
materialrequirements.material_name,اسم المادة
materialrequirements.material_requirements,متطلبات المادة
materialrequirements.node,العقدة
materialrequirements.panelist_requirements,متطلبات الأعضاء
materialrequirements.panelists_needing,الأعضاء الذين يحتاجون
materialrequirements.plans,الخطط
materialrequirements.purchase_requirements,متطلبات الشراء
materialrequirements.quantity,الكمية
materialrequirements.quantity_needed,الكمية المطلوبة
materialrequirements.quick_period_selection,اختيار فترة سريع
materialrequirements.reset_all_filters,إعادة تعيين جميع الفلاتر
materialrequirements.shipments,الشحنات
materialrequirements.start_date,تاريخ البدء
materialrequirements.total_materials,إجمالي المواد
materialrequirements.unit,الوحدة
materialrequirements.year,السنة
materials.no_materials_selected,لم يتم تحديد مواد
materials.search_materials,بحث عن مواد
materials.select_materials,تحديد مواد
materials.selected_materials,المواد المحددة
menu.accounts,الحسابات
menu.accounts.tooltip,إدارة جميع الحسابات في النظام
menu.administration,الإدارة
menu.all_users,جميع المستخدمين
menu.all_users.tooltip,عرض وإدارة جميع المستخدمين عبر الحسابات
menu.allocation_generator,مولد التخصيص
menu.allocation_generator.tooltip,إنشاء خطط التخصيص تلقائيًا بناءً على المتطلبات
menu.allocation_management,إدارة التخصيص
menu.allocation_plans,خطط التخصيص
menu.allocation_plans.tooltip,إدارة جميع تخصيصات الشحنات
menu.carriers,المشغلون والمنتجات
menu.carriers.tooltip,إدارة المشغلين وكاتالوج منتجاتهم
menu.dashboard,لوحة التحكم
menu.dashboard.tooltip,نظرة عامة على المقاييس التشغيلية والتنبيهات الحرجة
menu.delivery_standards,معايير التسليم
menu.delivery_standards.tooltip,تحديد أوقات التسليم المتوقعة ونسب النجاح حسب الناقل والمنتج
menu.demo_reset,إعادة تعيين العرض التوضيحي
menu.demo_reset.tooltip,إعادة تعيين بيانات حساب العرض التوضيحي
menu.load_balancing,موازنة الحمل
menu.load_balancing.tooltip,تصور وإعادة موازنة توزيع الشحنات عبر العقد
menu.material_catalog,كتالوج المواد
menu.material_catalog.tooltip,الكتالوج الرئيسي لجميع المواد
menu.material_requirements,متطلبات المواد
menu.material_requirements.tooltip,حساب احتياجات المواد بناءً على خطط التخصيص
menu.materials_management,إدارة المواد
menu.onedb_generator,مولد ONEDB
menu.onedb_generator.tooltip,توليد سجلات الاستلام لخطط التخصيص
menu.overview,نظرة عامة
menu.panelists,المشاركون في اللجنة
menu.panelists.tooltip,تسجيل وإدارة توافر المشاركين في اللجنة
menu.reporting,التقارير
menu.reporting_compliance,الامتثال
menu.reporting_compliance.tooltip,مراقبة الامتثال لمعايير التسليم
menu.reporting_dashboard,لوحة التحكم
menu.reporting_dashboard.tooltip,نظرة عامة على مؤشرات الأداء الرئيسية
menu.reporting_e2e,نهاية إلى نهاية
menu.reporting_e2e.tooltip,تحليلات شاملة ومقاييس الأداء
menu.reporting_equity,تكافؤ الإقليم
menu.reporting_equity.tooltip,تحليل التكافؤ في توزيع الشحنات
menu.reporting_jk,أداء J+K
menu.reporting_jk.tooltip,تحليل الأداء مقابل معايير التسليم
menu.reporting_onedb,قاعدة بيانات ONE
menu.reporting_onedb.tooltip,السجل الكامل لجميع الشحنات المستلمة
menu.setup,الإعداد
menu.stock_management,إدارة المخزون
menu.stock_management.tooltip,مراقبة مستويات المخزون والتنبيهات
menu.superadmin,المشرف الأعلى
menu.topology,هيكلية الدول
menu.topology.tooltip,تحديد الهيكل الجغرافي بالدول
menu.translations,الترجمات
menu.translations.tooltip,إدارة ترجمات التطبيق
menu.users,المستخدمون
menu.users.tooltip,إدارة حسابات المستخدمين والصلاحيات
months.apr,أبريل
months.aug,أغسطس
months.dec,ديسمبر
months.feb,فبراير
months.jan,يناير
months.jul,يوليو
months.jun,يونيو
months.mar,مارس
months.may,مايو
months.nov,نوفمبر
months.oct,أكتوبر
months.sep,سبتمبر
nodeloadbalancing.acceptable_deviation_from_reference,الانحراف المقبول عن المرجع
nodeloadbalancing.actualiza_fecha_programada_y_node_id_en_allocation,تحديث تاريخ_المجدول و node_id في تفاصيل خطة التخصيص
nodeloadbalancing.additional_nodes_required,العقد الإضافية المطلوبة
nodeloadbalancing.after,بعد
nodeloadbalancing.all_shipments_in_period,جميع الشحنات في الفترة
nodeloadbalancing.avg_node,متوسط/العقدة:
nodeloadbalancing.balance_not_needed,الرصيد غير مطلوب
nodeloadbalancing.before,قبل
nodeloadbalancing.c_lculo_del_objetivo,حساب الهدف:
nodeloadbalancing.calculating_balance_preview,جارٍ حساب معاينة الرصيد...
nodeloadbalancing.clasificaci_n,التصنيف:
nodeloadbalancing.con_ref_63_y_20_normal_lt_75_6_high_75_6_saturated,مع Ref=63 و %=20، عادي < 75.6، مرتفع ≥ 75.6، مشبع ≥ 81.9
nodeloadbalancing.concepto,المفهوم:
nodeloadbalancing.critical,حرج:
nodeloadbalancing.deviation_tolerance,تحمل الانحراف (%)
nodeloadbalancing.ejemplo,مثال:
nodeloadbalancing.ejemplo_305_shipments_1_nodo_5_semanas_61_por_celd,مثال: 305 شحنات / (1 عقدة × 5 أسابيع) = 61 لكل خلية
nodeloadbalancing.end_date,تاريخ الانتهاء
nodeloadbalancing.even_after_optimal_balancing_the_average_load_per_,حتى بعد الموازنة المثلى، متوسط الحمل لكل عقدة (
nodeloadbalancing.expected_average_samples_per_node,متوسط العينات المتوقع لكل عقدة
nodeloadbalancing.filters,الفلاتر
nodeloadbalancing.high_load,حمل مرتفع:
nodeloadbalancing.high_load_nodes,عقد ذات حمل مرتفع
nodeloadbalancing.how_it_works,كيف يعمل:
nodeloadbalancing.identifica_celdas_sobrecargadas_gt_objetivo_1_2,يحدد الخلايا المحملة بشكل زائد (> الهدف × 1.2)
nodeloadbalancing.identifica_celdas_subcargadas_lt_objetivo_0_9,يحدد الخلايا المحملة بشكل ناقص (< الهدف × 0.9)
nodeloadbalancing.improvement,تحسين
nodeloadbalancing.load_distribution_matrix,مصفوفة توزيع الأحمال
nodeloadbalancing.load_level,مستوى الحمل:
nodeloadbalancing.loading_node_load_data,جاري تحميل بيانات حمل العقدة...
nodeloadbalancing.matrix_balancing_algorithm,خوارزمية موازنة المصفوفة
nodeloadbalancing.matrix_data_not_available,بيانات المصفوفة غير متوفرة
nodeloadbalancing.minimiza_la_desviaci_n_est_ndar_de_toda_la_matriz,تقليل الانحراف المعياري لكامل المصفوفة
nodeloadbalancing.monthly_avg,المتوسط الشهري
nodeloadbalancing.movements,الحركات
nodeloadbalancing.mueve_shipments_de_celdas_sobrecargadas_a_subcarga,نقل الشحنات من الخلايا المحملة بشكل زائد إلى الخلايا المحملة بشكل ناقص
nodeloadbalancing.no_action_required_all_cells_are_within_acceptable,لا حاجة لاتخاذ إجراء. جميع الخلايا ضمن النطاق المقبول.
nodeloadbalancing.no_data_available_for_the_selected_period_try_sele,لا تتوفر بيانات للفترة المحددة. حاول اختيار شهر مختلف.
nodeloadbalancing.node,العقدة
nodeloadbalancing.node_load_balancing,موازنة حمل العقد
nodeloadbalancing.nodes_at_120_150_avg_load,العقد بحمل متوسط بين 120-150%
nodeloadbalancing.nodes_over_150_avg_load,العقد بحمل متوسط فوق 150%
nodeloadbalancing.normal,عادي:
nodeloadbalancing.optimal,مثالي:
nodeloadbalancing.optimize_shipment_distribution_across_nodes_and_we,تحسين توزيع الشحنات عبر العقد والأسابيع
nodeloadbalancing.porcentaje_de_desviaci_n_aceptable_respecto_al_val,نسبة الانحراف المقبولة بالنسبة للقيمة المرجعية.
nodeloadbalancing.preventive,وقائي:
nodeloadbalancing.proceso,العملية:
nodeloadbalancing.promedio_objetivo_total_shipments_nodos_semanas,المتوسط المستهدف = إجمالي الشحنات / (العقد × الأسابيع)
nodeloadbalancing.purpose,الغرض:
nodeloadbalancing.quick_selection,اختيار سريع
nodeloadbalancing.reference_load,حمل مرجعي
nodeloadbalancing.reference_samples_node,عينات مرجعية/العقدة
nodeloadbalancing.resultado,النتيجة:
nodeloadbalancing.saturated,مشبع:
nodeloadbalancing.saturated_nodes,العقد المشبعة
nodeloadbalancing.si_esperas_63_samples_por_nodo_este_ser_tu_valor_d,إذا كنت تتوقع 63 عينة لكل عقدة، فسيكون هذا هو قيمة المرجع الخاصة بك.
nodeloadbalancing.start_date,تاريخ البدء
nodeloadbalancing.std_dev_after,الانحراف المعياري بعد
nodeloadbalancing.std_dev_before,الانحراف المعياري قبل
nodeloadbalancing.summary,الملخص
nodeloadbalancing.total,الإجمالي:
nodeloadbalancing.total_shipments,إجمالي الشحنات
nodeloadbalancing.urgent,عاجل:
nodeloadbalancing.usage,الاستخدام:
nodeloadbalancing.use_the_auto_balance_button_below_to_redistribute_,"استخدم زر ""التوازن التلقائي"" أدناه لإعادة توزيع الحمل تلقائيًا."
nodeloadbalancing.warning,تحذير:
nodeloadbalancing.year,السنة
onedb.all_carriers,جميع الناقلين
onedb.all_cities,جميع المدن
onedb.all_products,جميع المنتجات
onedb.all_records,جميع السجلات
onedb.all_shipment_records,جميع سجلات الشحن
onedb.avg_transit_days,متوسط أيام العبور
onedb.business_days,أيام العمل
onedb.business_days_average,متوسط أيام العمل
onedb.carrier,الناقل
onedb.delayed,متأخر
onedb.destination,الوجهة:
onedb.destination_city,مدينة الوجهة
onedb.exceeded_standard,تجاوز المعيار
onedb.export_csv,تصدير CSV
onedb.filters,مرشحات
onedb.from_date,من التاريخ
onedb.loading_records,جارٍ تحميل السجلات...
onedb.met_delivery_standard,تم تحقيق معيار التسليم
onedb.no_records_to_display,لا توجد سجلات للعرض
onedb.on_time,في الوقت المحدد
onedb.on_time_delivery,التسليم في الوقت المحدد
onedb.one_db,قاعدة بيانات واحدة
onedb.origin,الأصل:
onedb.origin_city,مدينة المنشأ
onedb.plan,الخطة
onedb.product,المنتج
onedb.received,تم الاستلام
onedb.reset_filters,إعادة تعيين الفلاتر
onedb.route,المسار
onedb.search,بحث
onedb.sent,تم الإرسال
onedb.tag_id,معرّف العلامة
onedb.tag_id_or_plan,معرّف العلامة أو الخطة...
onedb.title,قاعدة البيانات الموحدة
onedb.to_date,حتى تاريخه
onedb.total_records,إجمالي السجلات
onedb.transit_days,أيام العبور
onedb.validated_postal_quality_analytics_repository,مستودع تحليلات جودة البريد المعتمد
panelists.activate,تفعيل
panelists.add_panelist,إضافة عضو
panelists.address_line_1,السطر الأول من العنوان
panelists.address_line_2,السطر الثاني من العنوان
panelists.all_cities,جميع المدن
panelists.all_nodes,جميع العقد
panelists.all_panelists_in_system,جميع الأعضاء في النظام
panelists.all_status,جميع الحالات
panelists.apartment_suite_etc_optional,شقة، جناح، إلخ. (اختياري)
panelists.available_for_deliveries,متاح للتوصيل
panelists.bulk_actions,إجراءات جماعية
panelists.choose_an_action_to_apply_to_all_selected_items,اختر إجراءً لتطبيقه على جميع العناصر المحددة
panelists.city,المدينة
panelists.clear_selection_btn,مسح التحديد
panelists.code,الرمز
panelists.code_name_email,الرمز، الاسم، البريد الإلكتروني...
panelists.country,البلد
panelists.deactivate,تعطيل
panelists.delete_panelist,حذف العضو
panelists.edit_panelist,تعديل العضو
panelists.email,البريد الإلكتروني
panelists.filters,الفلاتر
panelists.leave_empty_to_auto_generate,اتركه فارغًا للتوليد التلقائي
panelists.loading,جارٍ التحميل...
panelists.loading_panelists,جاري تحميل الأعضاء...
panelists.manage_panelist_profiles_and_assignments,إدارة ملفات الأعضاء وتعييناتهم
panelists.manage_panelists_and_their_availability_for_delive,إدارة الأعضاء وتوفرهم للتوصيل
panelists.mobile,الهاتف المحمول
panelists.name,الاسم
panelists.no_panelists,لم يتم العثور على أعضاء
panelists.no_panelists_found,لم يتم العثور على أعضاء
panelists.node,العقدة
panelists.not_available,غير متوفر
panelists.panelist_code,رمز المشارك
panelists.panelist_details,تفاصيل العضو
panelists.panelists,المشاركون
panelists.panelists_management,إدارة المشاركين
panelists.panelists_tab,الأعضاء
panelists.postal_code,الرمز البريدي
panelists.reset_all_filters,إعادة تعيين جميع الفلاتر
panelists.select_a_node,اختر عقدة
panelists.selected_count,{count} محدد
panelists.street_address,عنوان الشارع
panelists.telegram_id,معرف تيليجرام
panelists.total_panelists,إجمالي المشاركين
panelists.unavailability_periods,فترات عدم التوفر
panelists.unavailability_tab,عدم التوفر
panelists.username_or_numeric_id,@اسم_المستخدم أو المعرف الرقمي
panelistunavailability.tsx.additional_information_about_this_unavailability_p,معلومات إضافية حول فترة عدم التوفر هذه...
panelistunavailability.tsx.all_panelists,جميع المشاركين
panelistunavailability.tsx.all_periods,جميع الفترات
panelistunavailability.tsx.all_reasons,جميع الأسباب
panelistunavailability.tsx.all_status,جميع الحالات
panelistunavailability.tsx.cancel_periods,إلغاء الفترات
panelistunavailability.tsx.cancelled,تم الإلغاء
panelistunavailability.tsx.clear_selection,مسح التحديد
panelistunavailability.tsx.current_active_now,الحالي (نشط الآن)
panelistunavailability.tsx.date_range,نطاق التاريخ
panelistunavailability.tsx.duration,المدة
panelistunavailability.tsx.end_date,تاريخ الانتهاء
panelistunavailability.tsx.filters,الفلاتر
panelistunavailability.tsx.loading,جارٍ التحميل...
panelistunavailability.tsx.manage_panelist_unavailability_periods_for_automat,إدارة فترات عدم توفر أعضاء اللجنة لإعادة تعيين العينة تلقائيًا
panelistunavailability.tsx.notes,ملاحظات
panelistunavailability.tsx.other,أخرى
panelistunavailability.tsx.panelist,عضو اللجنة
panelistunavailability.tsx.panelist_name_notes,اسم عضو اللجنة، ملاحظات...
panelistunavailability.tsx.past,الماضي
panelistunavailability.tsx.personal,شخصي
panelistunavailability.tsx.reason,السبب
panelistunavailability.tsx.reset_all_filters,إعادة تعيين جميع الفلاتر
panelistunavailability.tsx.select_a_panelist,اختر عضو لجنة
panelistunavailability.tsx.sick_leave,إجازة مرضية
panelistunavailability.tsx.start_date,تاريخ البدء
panelistunavailability.tsx.training,التدريب
panelistunavailability.tsx.unavailability_periods,فترات عدم التوفر
panelistunavailability.tsx.upcoming,القادمة
panelistunavailability.tsx.vacation,إجازة
receive.description,إنشاء إيصالات العينات
receive.generate,إنشاء
receive.title,مولد الإيصالات
receivegenerator.advance_variance_days,فرق التقدم (أيام)
receivegenerator.carriers,الناقلون
receivegenerator.delay_variance_days,فرق التأخير (أيام)
receivegenerator.demo_account_only_this_feature_is_only_available_f,حساب تجريبي فقط - هذه الميزة متاحة لأغراض الاختبار فقط
receivegenerator.end_date,تاريخ الانتهاء
receivegenerator.generate_records,إنشاء السجلات
receivegenerator.generate_synthetic_receive_records_for_testing_and,إنشاء سجلات استلام تركيبية لأغراض الاختبار والعرض التوضيحي
receivegenerator.generation_complete,اكتملت العملية
receivegenerator.generation_summary,ملخص الإنشاء
receivegenerator.generator_configuration,إعدادات المُنشئ
receivegenerator.maximum_days_records_can_arrive_early,الحد الأقصى لأيام وصول السجلات مبكرًا
receivegenerator.maximum_days_records_can_be_delayed_beyond_sla,الحد الأقصى لأيام تأخير السجلات بعد تجاوز اتفاقية مستوى الخدمة
receivegenerator.number_of_records,عدد السجلات
receivegenerator.out_of_sla_percentage,نسبة الخروج عن اتفاقية مستوى الخدمة (%)
receivegenerator.products,المنتجات
receivegenerator.receive_generator,مستلم المولد
receivegenerator.select_all,تحديد الكل
receivegenerator.start_date,تاريخ البدء
reporting.above_standard_good,فوق المعيار (جيد)
reporting.actual,النسبة الفعلية:
reporting.actual_days,الفعلية (أيام)
reporting.actual_standard,النسبة الفعلية ≥ المعيار
reporting.all_carriers,جميع الناقلين
reporting.all_destinations,جميع الوجهات
reporting.all_origins,جميع المنشأ
reporting.all_products,جميع المنتجات
reporting.all_regions,جميع المناطق
reporting.all_statuses,جميع الحالات
reporting.analyze_inbound_quality_to_one_city_from_all_origi,تحليل جودة الوارد إلى مدينة واحدة من جميع المنشأ
reporting.analyze_inbound_vs_outbound_service_quality_separa,تحليل جودة الخدمة الواردة مقابل الصادرة بشكل منفصل
reporting.analyze_outbound_quality_from_one_city_to_all_dest,تحليل جودة الصادر من مدينة واحدة إلى جميع الوجهات
reporting.analyze_service_equity_across_cities_and_regions,تحليل تكافؤ الخدمة عبر المدن والمناطق
reporting.analyze_specific_route_performance_origin_destinat,تحليل أداء مسار محدد (المنشأ → الوجهة)
reporting.analyze_trends_over_specific_time_periods,تحليل الاتجاهات خلال فترات زمنية محددة
reporting.average_business_days_for_all_shipments,متوسط أيام العمل لجميع الشحنات
reporting.avg_j_k_actual,متوسط J+K الفعلي
reporting.avg_transit_days,متوسط أيام العبور
reporting.basic_information,معلومات أساسية
reporting.below_critical_threshold_with_penalty,أدنى من العتبة الحرجة (مع عقوبة)
reporting.below_standard_but_above_critical_no_penalty,أدنى من المعيار ولكن أعلى من العتبة الحرجة (بدون عقوبة)
reporting.below_standard_deviation,أدنى من المعيار (انحراف)
reporting.both_cities,كلا المدينتين:
reporting.both_directions,كلا الاتجاهين
reporting.carrier,الناقل
reporting.carrier_product,الناقل / المنتج
reporting.carrier_product_breakdown,تفصيل الناقل والمنتج
reporting.carrier_product_level,مستوى الناقل / المنتج:
reporting.carrier_product_overview,نظرة عامة على الناقل والمنتج
reporting.carrier_product_route,الناقل / المنتج / المسار
reporting.chart_view,عرض الرسم البياني
reporting.circle_size_population,حجم الدائرة = عدد السكان
reporting.cities,المدن
reporting.citizens_affected,المواطنون المتأثرون
reporting.city,المدينة
reporting.city_analysis,تحليل المدينة
reporting.city_equity_details,تفاصيل حقوق المدينة
reporting.city_equity_details_table,جدول تفاصيل حقوق المدينة
reporting.city_service_equity_treemap,خريطة شجرة حقوق خدمة المدينة
reporting.class,الفئة
reporting.classification,التصنيف:
reporting.compl,الشكوى
reporting.compliance,الامتثال:
reporting.compliance_analysis_by_carrier_product_route,تحليل الامتثال حسب الناقل → المنتج → المسار
reporting.compliance_by_carrier_product_route,الامتثال حسب الناقل → المنتج → المسار
reporting.compliance_status,حالة الامتثال
reporting.compliance_status_based_on_dynamic_thresholds,حالة الامتثال بناءً على الحدود الديناميكية:
reporting.compliant,مطابق:
reporting.compliant_routes,المسارات المطابقة
reporting.compliant_shipments_total_shipments_100,الشحنات المطابقة / إجمالي الشحنات × 100%
reporting.critical,حرج
reporting.critical_limit,الحد الحرج:
reporting.critical_routes,المسارات الحرجة
reporting.cumulative,تراكمي:
reporting.cumulative_distribution_analysis,تحليل التوزيع التراكمي
reporting.cumulative_percentage_of_deliveries_by_transit_day,النسبة التراكمية للتسليمات حسب أيام العبور.
reporting.current_week,الأسبوع الحالي
reporting.date_range,نطاق التاريخ:
reporting.delayed,متأخر
reporting.description,الوصف:
reporting.destination_city,مدينة الوجهة
reporting.destination_only,الوجهة فقط:
reporting.deviation,انحراف
reporting.difference_between_actual_and_standard,الفرق بين النسبة الفعلية والنسبة المعيارية
reporting.direct_value_from_delivery_standards,القيمة المباشرة من delivery_standards
reporting.direction,الاتجاه
reporting.direction_gap,فجوة الاتجاه:
reporting.directional_analysis,التحليل الاتجاهي
reporting.distribution_of_shipments_by_actual_transit_time_v,توزيع الشحنات حسب وقت العبور الفعلي مقابل معيار التسليم
reporting.end_date,تاريخ الانتهاء
reporting.equity_status,حالة الأسهم
reporting.export_audit_report,تقرير تدقيق التصدير
reporting.export_csv,تصدير CSV
reporting.export_filtered_data_to_csv,تصدير البيانات المفلترة إلى CSV
reporting.filter_analysis_guide,دليل تحليل الفلاتر
reporting.filters,الفلاتر
reporting.focus_analysis_on_specific_geographic_areas,تركيز التحليل على مناطق جغرافية محددة
reporting.further_narrow_analysis_to_specific_service_provid,تضييق التحليل أكثر لمزودي الخدمة أو الأنواع المحددة
reporting.general_performance_dashboard,لوحة الأداء العامة
reporting.geographic_distribution,التوزيع الجغرافي
reporting.geographic_view,العرض الجغرافي
reporting.green,أخضر
reporting.identify_cities_with_specific_compliance_levels,تحديد المدن بمستويات امتثال محددة
reporting.inb,وارد
reporting.inbound,نسبة الوارد
reporting.inbound_arrivals,الوارد (الوصولات)
reporting.inbound_vs_outbound_comparison_top_10_by_direction,مقارنة الوارد والصادر (أفضل 10 حسب فرق الاتجاه)
reporting.inbound_vs_outbound_compliance_chart,مخطط امتثال الوارد مقابل الصادر
reporting.interpretation,التفسير:
reporting.j_k_actual,J+K الفعلي
reporting.j_k_performance_report,تقرير أداء J+K
reporting.j_k_std,J+K المعياري
reporting.legend,الأسطورة
reporting.loading,جاري التحميل...
reporting.loading_compliance_data,جاري تحميل بيانات الامتثال...
reporting.loading_j_k_performance_data,جاري تحميل بيانات أداء J+K...
reporting.loading_performance_data,جاري تحميل بيانات الأداء...
reporting.loading_territory_equity_data,جاري تحميل بيانات حقوق الإقليم...
reporting.mapa_de_localidades_treemap,خريطة المناطق (خريطة شجرية)
reporting.narrow_analysis_to_specific_service_providers_or_t,تضييق التحليل لمزودي الخدمة أو الأنواع المحددة
reporting.negative,سلبي:
reporting.no_compliance_data_available,لا تتوفر بيانات الامتثال
reporting.no_data,لا توجد بيانات
reporting.no_data_available,لا تتوفر بيانات
reporting.no_data_available_for_treemap,لا تتوفر بيانات للخريطة الشجرية
reporting.no_distribution_data_available,لا تتوفر بيانات التوزيع
reporting.no_filters,لا توجد فلاتر:
reporting.no_performance_data_available,لا تتوفر بيانات الأداء
reporting.no_shipment_data_available,لا تتوفر بيانات الشحن
reporting.no_shipment_data_available_for_timeline,لا تتوفر بيانات الشحن للجدول الزمني
reporting.no_underserved_cities,لا توجد مدن غير مخدومة بشكل كافٍ
reporting.no_weekly_data_available,لا تتوفر بيانات أسبوعية
reporting.on_time,نسبة الالتزام بالمواعيد
reporting.openstreetmap,OpenStreetMap
reporting.origin_city,مدينة المنشأ
reporting.origin_only,المنشأ فقط:
reporting.outb,الصادر
reporting.outbound,نسبة الصادر
reporting.outbound_departures,الصادر (المغادرات)
reporting.overall_compliance,الامتثال العام
reporting.overall_compliance_and_transit_time_metrics,مقاييس الامتثال العام ووقت العبور
reporting.percentage_of_shipments_delivered_successfully,نسبة الشحنات التي تم تسليمها بنجاح
reporting.performance_distribution,توزيع الأداء
reporting.performance_metrics,مقاييس الأداء
